user_id,item_id,rating,timestamp
00da0024bf1c2340ba478bbf9c135d68,50,4,2017-05-27
00da0024bf1c2340ba478bbf9c135d68,2744,4,2016-06-21
00da0024bf1c2340ba478bbf9c135d68,4407,5,2016-06-21
00da0024bf1c2340ba478bbf9c135d68,5043,4,2016-04-28
00da0024bf1c2340ba478bbf9c135d68,6294,4,2014-09-23
00da0024bf1c2340ba478bbf9c135d68,7244,4,2016-01-13
00da0024bf1c2340ba478bbf9c135d68,11590,3,2015-08-28
00da0024bf1c2340ba478bbf9c135d68,13497,4,2015-03-25
00da0024bf1c2340ba478bbf9c135d68,14201,4,2014-09-24
00da0024bf1c2340ba478bbf9c135d68,17245,4,2017-06-16
00da0024bf1c2340ba478bbf9c135d68,18122,5,2015-05-12
00da0024bf1c2340ba478bbf9c135d68,18131,4,2016-06-19
00da0024bf1c2340ba478bbf9c135d68,21996,3,2015-02-26
00da0024bf1c2340ba478bbf9c135d68,24770,3,2015-10-23
00da0024bf1c2340ba478bbf9c135d68,28194,3,2015-10-29
00da0024bf1c2340ba478bbf9c135d68,37442,4,2015-11-29
00da0024bf1c2340ba478bbf9c135d68,45978,3,2015-11-14
00da0024bf1c2340ba478bbf9c135d68,62291,4,2015-03-15
00da0024bf1c2340ba478bbf9c135d68,76620,3,2015-08-22
00da0024bf1c2340ba478bbf9c135d68,77566,4,2014-05-30
00da0024bf1c2340ba478bbf9c135d68,91477,3,2017-08-05
00da0024bf1c2340ba478bbf9c135d68,113436,3,2015-11-13
00da0024bf1c2340ba478bbf9c135d68,119322,5,2015-05-12
00da0024bf1c2340ba478bbf9c135d68,119324,4,2015-05-12
00da0024bf1c2340ba478bbf9c135d68,127455,3,2017-04-05
00da0024bf1c2340ba478bbf9c135d68,149267,3,2015-07-28
00da0024bf1c2340ba478bbf9c135d68,228665,3,2015-12-22
00da0024bf1c2340ba478bbf9c135d68,233649,3,2017-04-08
00da0024bf1c2340ba478bbf9c135d68,234225,4,2017-05-15
00da0024bf1c2340ba478bbf9c135d68,764347,2,2015-10-11
00da0024bf1c2340ba478bbf9c135d68,830502,3,2015-08-09
00da0024bf1c2340ba478bbf9c135d68,887877,3,2017-04-06
00da0024bf1c2340ba478bbf9c135d68,6101718,3,2015-10-14
00da0024bf1c2340ba478bbf9c135d68,6437061,3,2017-07-30
00da0024bf1c2340ba478bbf9c135d68,6457229,3,2015-08-25
00da0024bf1c2340ba478bbf9c135d68,6585201,3,2016-07-01
00da0024bf1c2340ba478bbf9c135d68,6587879,4,2017-08-16
00da0024bf1c2340ba478bbf9c135d68,6609765,3,2016-11-07
00da0024bf1c2340ba478bbf9c135d68,7728889,4,2016-08-29
00da0024bf1c2340ba478bbf9c135d68,8490112,1,2014-09-30
00da0024bf1c2340ba478bbf9c135d68,9067850,3,2015-10-05
00da0024bf1c2340ba478bbf9c135d68,9418327,4,2016-02-12
00da0024bf1c2340ba478bbf9c135d68,9572203,3,2016-07-25
00da0024bf1c2340ba478bbf9c135d68,9917938,3,2015-06-20
00da0024bf1c2340ba478bbf9c135d68,10079321,3,2015-10-15
00da0024bf1c2340ba478bbf9c135d68,10644930,3,2015-07-15
00da0024bf1c2340ba478bbf9c135d68,10664113,4,2015-03-30
00da0024bf1c2340ba478bbf9c135d68,11594337,5,2016-08-20
00da0024bf1c2340ba478bbf9c135d68,11735983,3,2015-10-10
00da0024bf1c2340ba478bbf9c135d68,12127750,4,2015-11-03
00da0024bf1c2340ba478bbf9c135d68,12127810,4,2015-11-04
00da0024bf1c2340ba478bbf9c135d68,12700353,4,2017-07-15
00da0024bf1c2340ba478bbf9c135d68,12893742,3,2015-10-07
00da0024bf1c2340ba478bbf9c135d68,13129925,3,2015-01-16
00da0024bf1c2340ba478bbf9c135d68,13335037,2,2015-10-08
00da0024bf1c2340ba478bbf9c135d68,13477676,4,2016-01-05
00da0024bf1c2340ba478bbf9c135d68,13507212,3,2016-07-07
00da0024bf1c2340ba478bbf9c135d68,13545075,2,2015-10-13
00da0024bf1c2340ba478bbf9c135d68,15724396,4,2015-12-25
00da0024bf1c2340ba478bbf9c135d68,15819028,4,2015-05-04
00da0024bf1c2340ba478bbf9c135d68,15839976,2,2015-05-07
00da0024bf1c2340ba478bbf9c135d68,16054217,3,2016-02-20
00da0024bf1c2340ba478bbf9c135d68,16130549,3,2015-07-21
00da0024bf1c2340ba478bbf9c135d68,16160797,3,2017-10-02
00da0024bf1c2340ba478bbf9c135d68,17934530,3,2014-04-25
00da0024bf1c2340ba478bbf9c135d68,18007564,4,2014-03-31
00da0024bf1c2340ba478bbf9c135d68,18081809,3,2016-03-09
00da0024bf1c2340ba478bbf9c135d68,18143977,5,2015-07-17
00da0024bf1c2340ba478bbf9c135d68,18144053,4,2014-09-08
00da0024bf1c2340ba478bbf9c135d68,18367581,3,2017-03-05
00da0024bf1c2340ba478bbf9c135d68,18498558,3,2014-09-19
00da0024bf1c2340ba478bbf9c135d68,18652002,3,2017-02-19
00da0024bf1c2340ba478bbf9c135d68,18705209,4,2015-11-05
00da0024bf1c2340ba478bbf9c135d68,18710190,2,2015-10-11
00da0024bf1c2340ba478bbf9c135d68,18718848,3,2015-04-15
00da0024bf1c2340ba478bbf9c135d68,18966819,2,2015-05-08
00da0024bf1c2340ba478bbf9c135d68,19103097,3,2015-10-16
00da0024bf1c2340ba478bbf9c135d68,20706317,4,2016-09-12
00da0024bf1c2340ba478bbf9c135d68,20764879,4,2016-04-16
00da0024bf1c2340ba478bbf9c135d68,20819685,4,2014-10-11
00da0024bf1c2340ba478bbf9c135d68,20910157,4,2016-03-28
00da0024bf1c2340ba478bbf9c135d68,20926278,3,2016-02-24
00da0024bf1c2340ba478bbf9c135d68,21418013,3,2015-05-09
00da0024bf1c2340ba478bbf9c135d68,22055262,4,2016-02-11
00da0024bf1c2340ba478bbf9c135d68,22522805,4,2015-07-22
00da0024bf1c2340ba478bbf9c135d68,22522808,4,2015-07-17
00da0024bf1c2340ba478bbf9c135d68,22551730,3,2016-01-02
00da0024bf1c2340ba478bbf9c135d68,22557272,2,2015-08-31
00da0024bf1c2340ba478bbf9c135d68,22929563,3,2016-01-16
00da0024bf1c2340ba478bbf9c135d68,23019294,4,2015-06-03
00da0024bf1c2340ba478bbf9c135d68,23128304,4,2014-12-05
00da0024bf1c2340ba478bbf9c135d68,23129410,4,2017-03-08
00da0024bf1c2340ba478bbf9c135d68,23164983,4,2015-05-09
00da0024bf1c2340ba478bbf9c135d68,23346377,3,2016-04-18
00da0024bf1c2340ba478bbf9c135d68,23395680,4,2016-01-01
00da0024bf1c2340ba478bbf9c135d68,23512999,3,2016-01-30
00da0024bf1c2340ba478bbf9c135d68,24120519,3,2017-01-24
00da0024bf1c2340ba478bbf9c135d68,24499258,4,2015-12-23
00da0024bf1c2340ba478bbf9c135d68,25533076,5,2017-08-12
00da0024bf1c2340ba478bbf9c135d68,26025580,3,2016-02-14
00da0024bf1c2340ba478bbf9c135d68,26030697,4,2016-05-04
00da0024bf1c2340ba478bbf9c135d68,26252859,4,2016-05-07
00da0024bf1c2340ba478bbf9c135d68,27824826,3,2017-04-12
00da0024bf1c2340ba478bbf9c135d68,27833670,2,2017-02-03
00da0024bf1c2340ba478bbf9c135d68,27904311,4,2016-12-24
00da0024bf1c2340ba478bbf9c135d68,28449257,3,2017-01-17
00da0024bf1c2340ba478bbf9c135d68,28763485,3,2017-02-28
00da0024bf1c2340ba478bbf9c135d68,29056083,4,2016-08-16
00da0024bf1c2340ba478bbf9c135d68,29939230,4,2017-09-05
00da0024bf1c2340ba478bbf9c135d68,30145666,3,2017-08-15
00da0024bf1c2340ba478bbf9c135d68,30809689,5,2017-02-07
00ea9b2b113b8820b6aa7d64eadac428,6547258,5,2015-08-13
00ea9b2b113b8820b6aa7d64eadac428,9565548,4,2014-05-22
